amfi_code,cagr_1yr_computed,cagr_3yr_computed,cagr_5yr_computed,sharpe_computed,sortino_computed,ann_std_computed,alpha_computed,beta_computed,r_squared,max_drawdown_computed,max_drawdown_date,scheme_name,fund_house,category,risk_category,expense_ratio_pct
100016,-2.2257773892688015,1.2923525892154508,4.7242400681328345,-0.20151706755966936,-0.3510474601523089,14.548134802183876,3.747580763443281,-0.058268431438808936,0.0026650326981333262,-24.734440880673304,2022-09-15,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Moderate,1.55
100025,3.7075527018896492,3.9154793546847033,4.045446138285702,-0.5670947928476847,-0.9418212366054204,3.90524552810016,4.281792031506088,0.0011582183155281432,1.4612842041844954e-05,-4.308263824636349,2023-07-28,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt,Low,0.56
100033,53.277195495404996,32.43397122906222,37.408585784401296,1.093698743534631,1.8291339615146942,18.936710835214164,27.19535450128533,0.005103525830528326,1.2066520635068241e-05,-16.217208574644847,2022-05-12,HDFC Mid-Cap Opportunities Fund - Regular - Growth,HDFC Mutual Fund,Equity,High,1.38
101206,47.96379447633372,28.960211096593724,26.732081921963548,1.0272133278753695,1.799562874698452,14.568212847454326,21.399784776051213,0.02108631625012801,0.0003480482030714245,-11.291596329323072,2023-07-05,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,Moderate,1.6
101207,-24.000309180292632,-4.151453816140693,9.403816878944959,0.16266076928646772,0.2766437962609233,25.79732221707774,10.897091901704538,-0.0652892478835153,0.0010641052735572635,-35.44691649336603,2026-05-11,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,Very High,1.53
101208,7.241777200393584,6.314299292105274,6.425815917381761,-0.8155673679088365,-1.6810378667513006,0.5064371352310738,6.086145795787109,0.0002667096833823833,4.607623677105207e-05,-0.16224980244717857,2023-09-12,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt,Low,0.79
102885,20.222858595384665,19.662361245910965,18.69721483109017,0.8170993373494367,1.4357420130649492,12.836628397860562,17.048756803412697,-0.01948678568947456,0.0003828503073092394,-10.85986215250232,2022-03-29,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity,Moderate,1.57
102886,-16.807959958672036,-0.7672319440258146,-0.016589648502485232,-0.20583160785470309,-0.34722230254727265,18.134576297311302,2.8969397866379443,-0.042125029021894314,0.0008964294600687577,-28.00112356639287,2026-04-27,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,High,1.51
102887,13.59304393755194,25.549670172502026,21.89427662278989,0.6195175900829828,1.0887552508030014,15.758366917912994,16.211256794033254,0.01668268943777086,0.00018619166432850247,-21.539827112383225,2022-07-04,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,Moderately High,1.64
118632,34.007895823651204,22.646647456747715,19.3032508720433,1.0816591793457042,1.850132546855726,14.148352294996656,21.829397904608644,-0.008353832126962004,5.791756270127807e-05,-17.41407508665723,2024-07-19,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity,Moderate,1.51
118633,25.559539940517382,21.084691029380597,15.103748198941936,0.6452074382933215,1.154475716923624,13.997213649186154,15.64383594816967,-0.03663900671860937,0.0011382947171084286,-18.62974313859551,2024-02-29,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity,Moderate,0.72
118634,15.822866445588701,8.0060298597036,15.107523236597897,0.44843400890899127,0.7460146308533572,25.24152094634046,17.50072167561127,0.10349663691337586,0.0027930065610663234,-23.34488614483311,2026-02-20,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity,Very High,1.53
118635,22.510248103762276,20.00321571698329,20.064573781359485,0.664856998549062,1.137976718780742,12.983158874316306,15.136354648239239,-0.0014335213897801137,2.0253408972327896e-06,-11.650624505409091,2022-06-09,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity,Moderate,0.89
118636,10.462462788080341,4.061259859840338,3.7825615412587776,-0.356629507514368,-0.6135251287271025,3.9855381553882614,5.074772999976104,0.0012566742731558573,1.651665231033305e-05,-8.316361763638703,2024-02-09,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt,Low,0.55
119092,1.61022963455828,0.5257668501786883,9.623239295368947,0.03078485095458594,0.05257398559304803,13.950661341123835,6.899529821677549,0.009730745001153628,8.082637693810757e-05,-14.401617909337261,2025-02-07,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity,Moderate,1.64
119093,19.781538524100494,20.8115598266319,10.942981921158857,0.12961449795669328,0.2210868397927635,13.983295593638855,8.232801295222094,0.02588321244009314,0.0005692038090244866,-21.751396370148225,2023-05-22,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity,Moderate,0.75
119094,22.277897154308548,35.10252788903541,30.209410317715157,0.9982309868636413,1.7037974802463,19.407117423334718,26.07666908004223,-0.06626542862803758,0.0019368789369602333,-20.960883862039193,2022-08-11,Axis Midcap Fund - Regular - Growth,Axis Mutual Fund,Equity,High,1.38
119095,-42.81949516662213,-11.703299329834216,-1.414918288193323,-0.0759735711747892,-0.12818559275851926,25.066580232600437,4.801595363775955,-0.06695117463929202,0.0011851593464486726,-51.677753708526566,2026-05-11,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity,Very High,1.38
119120,5.525880326360788,5.838988442093762,6.0037898681846835,-0.22657538662791582,-0.37676700817066683,3.96706236903387,5.620895216638369,-0.006413850728276461,0.00043426033217200307,-4.328728923970093,2025-04-01,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,Low,0.77
119551,60.489297118400344,30.448613060027817,30.887948761923134,1.2082665673727175,2.140267129061793,13.741434141879644,23.201007160635083,-0.03175144113890976,0.0008869788879322832,-15.012385498645331,2024-02-05,SBI Bluechip Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,Moderate,1.54
119552,5.7101178520777784,16.263375081360643,22.297310967430995,0.9532794968660104,1.609776489628308,13.9393676127175,19.86859936686296,-0.02615930751351343,0.0005850821704543438,-11.803493502764296,2024-09-02,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Moderate,0.66
119598,82.85157468100046,26.66309129954312,33.46015546083023,0.9453082575156095,1.675316570012552,25.140578624384673,30.336965386983323,-0.023196062044059707,0.00014142575502721732,-28.706005721764548,2025-05-14,SBI Small Cap Fund - Regular Plan - Growth,SBI Mutual Fund,Equity,Very High,1.43
119599,13.957994357447735,-1.337083602283895,0.7817594123692428,-0.05718662582817998,-0.0943872612945961,24.950125122855862,4.882421594553984,0.06200180438267164,0.001025920532676595,-52.57422117012851,2025-10-28,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,Very High,0.72
